hotel_id,name,city,google_rating,price_per_night_inr,amenities,source,total_reviews,condition_label,description
145,Airport inn,Chennai,6.6,,,booking,5.0,Review score,Travel Sustainable property
146,Aishwarya Le Royal (Best Budget Hotel in Mysore),mysore,3.7,1048.0,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Full-service laundry, 0, 0",google,,,
147,Aishwaryam,Pune,,,,booking,,,"Featuring a hot tub, Aishwaryam is set in Pune. This property offers a private pool and free private parking."
148,AJ Grand Hotel,mangalore,4.5,4620.0,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar, Restaurant",google,,,
149,Ajanta Hotel 100 Mtrs Railway Station & 400 Mtrs Dargah,Ajmer,6.0,,,booking,47.0,Review score,"Situated in Ajmer, 1.1 km from Ajmer Sharif, Ajanta Hotel 100 Mtrs Railway Station & 400 Mtrs Dargah provides accommodation with a terrace and private parking."
150,"Ajantha Komforts, Bengaluru",Bangalore,8.3,,,booking,15.0,Very good,"Featuring free WiFi, Ajantha Komforts, Bengaluru offers accommodation in Bangalore. Free private parking is available on site. The rooms come with a flat-screen TV."
151,Ajmer Studio BB,Ajmer,,,,booking,,,"Located in Ajmer, 2.8 km from Brahma Temple, 3.2 km from Pushkar Lake and 4.6 km from Pushkar Fort, Ajmer Studio BB provides accommodation with a terrace and free WiFi."
152,Akshaya Boarding and Lodging,Bangalore,,,,booking,,,Travel Sustainable property
153,Akshaya Lakshmi Comfort,Bangalore,8.4,,,booking,12.0,Very good,Akshaya Lakshmi Comfort offers accommodation in Bangalore. Every room is fitted with a flat-screen TV with satellite channels. Every room has a private bathroom.
154,AL NIZAM GUEST HOUSE,Hyderabad,4.0,,,booking,2.0,Review score,Travel Sustainable property
155,Al Noor Palace Business Class Hotel,Bangalore,8.2,,,booking,169.0,Very good,Travel Sustainable property
156,Alapatt Homestay,Alleppey,8.0,,,booking,57.0,Very good,"Set in Alleppey, 1.2 km from Mullakkal Rajarajeswari Temple, Alapatt Homestay offers accommodation with a garden, free private parking and a terrace."
157,Aleenas homestay,Cochin,9.5,,,booking,30.0,Exceptional,"Offering a terrace and free WiFi, Aleenas homestay offers accommodation ideally located in Cochin, within a short distance of Fort Kochi Beach, Kochi Biennale and Indo-Portuguese Museum."
158,Alfouz Guest House,Chennai,6.6,,,booking,17.0,Review score,"Situated in Chennai and within 10 km of Government Museum Chennai, Alfouz Guest House has a terrace, non-smoking rooms, and free WiFi."
159,Ali Baba Hostel,Jaipur,,,,booking,,,"Boasting a garden, terrace and views of city, Ali Baba Hostel is situated in Jaipur, 1.5 km from Hawa Mahal - Palace of Winds."
160,ALIEN,Pune,,,,booking,,,"Situated in Pune, 6.2 km from Fergusson College, 6.7 km from Srimant Dagadusheth Halwai Ganapati Temple and 7.9 km from Pataleshwar Cave Temple, ALIEN features accommodation with a balcony and free..."
161,All Seasons Homestay,Jaipur,9.6,,,booking,127.0,Exceptional,Travel Sustainable property
162,Allamanda Abode,Chennai,7.7,,,booking,52.0,Good,Travel Sustainable property
163,Alleppey Beach Garden,Alleppey,9.7,,,booking,44.0,Exceptional,Alleppey Beach Garden offers accommodation on the Alleppey beach. Guests can enjoy the on-site restaurant. Some rooms include a seating area where you can relax.
164,Alleppey Haven Beach Villa,Alleppey,8.6,,,booking,25.0,Fabulous,"With Alleppey Beach reachable in 50 metres, Alleppey Haven Beach Villa features accommodation, a restaurant, free bikes and an outdoor swimming pool."
165,Alleppey Holiday Beach Resort,Alleppey,6.8,,,booking,80.0,Review score,Alleppey Holiday Beach Resort is located in Alleppey. It is located on Alleppey Beach. Free WiFi access is available. The property is 3 km from Government Art Museum and 4 km from Alleppey Backwater.
166,Aloft Bengaluru Outer Ring Road,Bangalore,8.8,,,booking,237.0,Fabulous,Travel Sustainable property
167,Aloft Bengaluru Whitefield,Bangalore,7.6,,,booking,217.0,Good,Travel Sustainable property
168,Aloha City Stay,raipur,4.0,808.0,"2-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",google,,,
169,ALPHA SUITES,Bangalore,8.2,,,booking,12.0,Very good,"ALPHA SUITES in Bangalore is situated less than 1 km from Indira Gandhi Musical Fountain Park and features air-conditioned accommodation with free WiFi, as well as access to a terrace."
170,Alpine Homestay at Gadagusain,BanjÄr,10.0,,,booking,1.0,Exceptional,Alpine Homestay at Gadagusain is set in BanjÄr and offers a garden and a terrace. Guests at the homestay can enjoy a vegetarian breakfast.
171,Alsisar Haveli - Heritage Hotel,Jaipur,8.3,,,booking,456.0,Very good,"A heritage hotel, Alsisar Haveli is located in the heart of pink city Jaipur, 10 km from the Amber Fort."
172,Altair - A Boutique Hotel,Kolkata,6.7,,,booking,204.0,Review score,"Located in Kolkata, 5.2 km from Sealdah Railway Station, Altair - A Boutique Hotel provides accommodation with a fitness centre, free private parking, a terrace and a restaurant."
173,"ama Stays & Trails Golf Villas Forest Hill, Chandigarh",ChandÄ«garh,10.0,,,booking,1.0,Exceptional,Travel Sustainable property
174,"ama Stays & Trails The Mango House, Alibag",Alibag,,,,booking,,,Travel Sustainable property
175,"ama Stays and Trails Casa Kenzo, Kashid",Mumbai,,,,booking,,,"Situated in Mumbai, ama Stays and Trails Casa Kenzo, Kashid features accommodation with a balcony and free WiFi. This villa has a garden and free private parking."
176,"Aman Homestay, A Boutique Hotel",Agra,9.3,,,booking,395.0,Superb,Travel Sustainable property
177,Aman Home,Mumbai,,,,booking,,,"Aman Home, a property with a garden, is located in Mumbai, 10 km from Indian Institute of Technology, Bombay, 10 km from Powai Lake, as well as 11 km from Dadar Railway Station."
178,Aman Hotel near CST,Mumbai,4.1,,,booking,31.0,Review score,"Set within 1 km from Chhatrapati Shivaji Maharaj Terminus (CST) and 6 km of Kamala Nehru Park, Aman Hotel near CST offers rooms with air conditioning and a private bathroom in Mumbai."
179,Amanora The Fern Hotels & Club,Pune,8.0,,,booking,74.0,Very good,"Set in Pune, 8.8 km from Aga Khan Palace, Amanora The Fern Hotels & Club offers accommodation with an outdoor swimming pool, free private parking, a fitness centre and a garden."
180,Amanta Resort,Nashik,7.2,,,booking,23.0,Good,Travel Sustainable property
181,Amar K Homestay,Mumbai,,,,booking,,,"Amar K Homestay, a property with a garden, a terrace and a bar, is located in Mumbai, 7.6 km from Powai Lake, 10 km from Dadar Railway Station, as well as 10 km from Prithvi Theatre."
182,Amar Priya Guest House,Kolkata,6.5,,,booking,13.0,Review score,"Located in Kolkata within 6.9 km of Sealdah Railway Station and 7.4 km of Park Street Metro Station, Amar Priya Guest House provides rooms with free WiFi."
183,Amara Hotel,chandigarh,4.1,2533.0,"3-star hotel, Free breakfast, Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",google,,,
184,Ambara Rustic OnaGo,Bangalore,,,,booking,,,"Located in Bangalore, 19 km from Wonderla and 19 km from ISKCON Hare Krishna Temple, Ambara Rustic OnaGo provides accommodation with access to a garden with an outdoor swimming pool."
185,"Ambassador Ajanta Hotel, Aurangabad",aurangabad,4.2,4322.0,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",google,,,
186,"AMBIENT HOME STAY, In Nashik",Nashik,5.2,,,booking,22.0,Review score,"Situated in Nashik, 4.8 km from Shri Kalaram Sansthan Mandir, AMBIENT HOME STAY, In Nashik provides accommodation with free WiFi and free private parking."
187,AMBIKA PALACE,Chennai,8.0,,,booking,154.0,Very good,"Conveniently set in the Triplicane district of Chennai, AMBIKA PALACE is located 1.1 km from Ma Chidambaram Stadium, 1.7 km from Spencer Plaza Mall and 2.2 km from Chennai Central Railway Station."
188,AMC Comforts,Bangalore,8.0,,,booking,86.0,Very good,"Set 3.8 km from Bull Temple, AMC Comforts offers 3-star accommodation in Bangalore and features a fitness centre, a shared lounge and a terrace."
189,Amer Valley,Jaipur,8.1,,,booking,9.0,Very good,Travel Sustainable property
190,Ameya Kerala,Alleppey,9.0,,,booking,41.0,Superb,Travel Sustainable property
191,AMI JAIPUR BOUTIQUE HOME STAY,Jaipur,,,,booking,,,"Situated in Jaipur, 10 km from Jaipur Railway Station and 12 km from City Palace, AMI JAIPUR BOUTIQUE HOME STAY features accommodation with free WiFi, air conditioning and access to a garden."
192,amigosindia,delhi,4.5,706.0,"1-star hotel, Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Pet-friendly, Restaurant, Kitchen, Airport shuttle",google,,,
193,Amrapali Villa @Raghunandan Resort,Nashik,8.6,,,booking,5.0,Fabulous,"Featuring garden views, Amrapali Villa @Raghunandan Resort offers accommodation with a patio, around 10 km from Sundarnarayan Temple."
194,"Amrit Hotel, Bhopal",Bhopal,6.0,,,booking,3.0,Review score,Travel Sustainable property
195,"AMRIT SARAI, AMRITSAR",Amritsar,,,,booking,,,"AMRIT SARAI, AMRITSAR features a balcony and is located in Amritsar, within just 500 metres of Jallianwala Bagh and 1.9 km of Durgiana Temple."
196,Amrit Van Resort,Jaipur,9.2,,,booking,12.0,Superb,Travel Sustainable property
197,"Amritara Kirpa, Amritsar",Amritsar,9.5,,,booking,2.0,Exceptional,Travel Sustainable property
198,Amritara Sadka Amritsar,Amritsar,7.7,,,booking,99.0,Good,Travel Sustainable property
199,"Amritara The Poovath Beachfront Heritage, Fort Kochi",Cochin,8.4,,,booking,228.0,Very good,Travel Sustainable property
200,Amritsar Grand By Levelup Hotels 100 meters from golden temple,Amritsar,7.3,,,booking,316.0,Good,Travel Sustainable property
201,Amritsar Grand Hotel By Levelup Hotels,amritsar,4.8,2306.0,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle",google,,,
202,AMULYA FINE DINE RESIDENCY,Bangalore,6.9,,,booking,20.0,Review score,Travel Sustainable property
203,"amÃ£ Stays & Trails, Beach House Madh Island",Mumbai,8.0,,,booking,4.0,Very good,Travel Sustainable property
204,Ana Clarks Inn,ChandÄ«garh,6.1,,,booking,15.0,Review score,"Set in ChandÄ«garh, 17 km from Rock Garden, Ana Clarks Inn offers accommodation with a garden, free private parking, a terrace and a bar."
205,Anahata Organic Living,BanjÄr,,,,booking,,,Anahata Organic Living is situated in BanjÄr and offers a terrace. This homestay has a garden and free private parking.
206,Anand P G hostel males only,Nagpur,7.6,,,booking,58.0,Good,"Anand P G hostel males only offers accommodation with free WiFi in Nagpur, conveniently located 1.5 km from Vidarbha Cricket Association Stadium and 400 metres from Zero Mile Stone Nagpur."
207,Anand Resort - A luxury Private Pool Villa in Nashik,Nashik,7.6,,,booking,11.0,Good,Travel Sustainable property
208,ANANDALOKE RESIDENCY,Kolkata,8.0,,,booking,34.0,Very good,"Featuring 2-star accommodation, ANANDALOKE RESIDENCY is situated in Kolkata, 3.2 km from Dumdum Metro Station and 3.7 km from M G Road Metro Station."
209,AnandMai - Sustainable Living Spaces,Jaipur,9.2,,,booking,165.0,Superb,Travel Sustainable property
210,Ananya Eco Resorts,hyderabad,3.9,3808.0,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kid-friendly, 0, 0, 0",google,,,
211,Anaya's Lake House,Cochin,8.2,,,booking,11.0,Very good,Travel Sustainable property
212,Anchorage 42,ChandÄ«garh,,,,booking,,,"Set in ChandÄ«garh, 2.1 km from Rock Garden and 1.6 km from Sukhna Lake, Anchorage 42 offers accommodation with free WiFi, air conditioning, a garden and a terrace."
213,Anchorage Serviced Apartments,Cochin,8.3,,,booking,105.0,Very good,"Anchorage Serviced Apartments is located in Cochin, 22 km from Kochi Biennale and provides air-conditioned accommodation with free WiFi, as well as access to a terrace."
214,Andheri-69-Dormitory,Mumbai,7.3,,,booking,133.0,Good,Travel Sustainable property
215,Angelann Homestay,Cochin,9.1,,,booking,52.0,Superb,Travel Sustainable property
216,ANH Hotel,Lucknow,6.3,,,booking,23.0,Review score,"Featuring 3-star accommodation, ANH Hotel is located in Lucknow, 7.6 km from Lucknow University and less than 1 km from Ambedkar Park."
217,Anies Garden | Rooms in a Homestay,trivandrum,4.3,1645.0,"Sleeps 5, 2 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",google,,,
218,anjani mansion,Hyderabad,7.8,,,booking,37.0,Good,Travel Sustainable property
219,Ankur Hotel,Alwar,3.5,,,booking,13.0,Review score,Ankur Hotel is a 3-star property located in Alwar. This 3-star hotel offers room service and a 24-hour front desk. There is free private parking and the property provides paid airport shuttle service....
220,Anne Guest House,Jodhpur,9.0,,,booking,74.0,Superb,"Situated in Jodhpur, 1.3 km from Mehrangarh Fort, Anne Guest House features accommodation with a terrace, free WiFi, room service, and a 24-hour front desk."
221,Annsun Boutique Hotels,Chennai,6.5,,,booking,10.0,Review score,"Set at a 10-minute walk away from MRTS Railway Station, Annsun Boutique Hotel is equipped with free Wi-Fi and it houses a restaurant serving Indian and continental cuisines."
222,Ansh Holiday Home,Alibag,,,,booking,,,"Ansh Holiday Home is located in Alibag. At the guest house, each room has a balcony. Featuring a private bathroom with a shower and free toiletries, rooms at Ansh Holiday Home also offer a city view."
223,ANUBHAV Homestay near Airport,Kolkata,10.0,,,booking,1.0,Exceptional,"Boasting city views, ANUBHAV Homestay near Airport features accommodation with a terrace and a balcony, around 8.1 km from M G Road Metro Station."
224,Anuraag Villa,Jaipur,8.6,,,booking,75.0,Fabulous,Travel Sustainable property
225,Anuraag,Bangalore,9.2,,,booking,4.0,Superb,"Situated 6.9 km from ISKCON Hare Krishna Temple, 13 km from Bull Temple and 16 km from Bangalore City Railway Station, Anuraag features accommodation set in Bangalore."
226,Anuvarat Vishwa Bharti soc. (Anuvibha),Jaipur,6.8,,,booking,8.0,Review score,"Offering free WiFi, Anuvarat Vishwa Bharti soc. (Anuvibha) offers rooms in Jaipur, 4.1 km from Govind Dev Ji Temple and 4.8 km from Birla Mandir Temple, Jaipur."
227,Anya's Home,Lucknow,,,,booking,,,Travel Sustainable property
228,Apartment at the Pod,Chennai,,,,booking,,,"Situated in Chennai, Apartment at the Pod features accommodation with a private pool, a balcony and garden views."
229,Apartment Home Stay,Bangalore,9.0,,,booking,2.0,Superb,"Apartment Home Stay is located in the Brookefield district of Bangalore, 15 km from Commercial Street, 16 km from Brigade Road and 17 km from Chinnaswamy Stadium."
230,Apartment in mahada Lokhandwala,Mumbai,8.0,,,booking,1.0,Very good,"Apartment in mahada Lokhandwala is located in the Andheri district of Mumbai, 4.6 km from ISKCON, 5.5 km from Prithvi Theatre and 12 km from Powai Lake."
231,"Apartment near IIM, AIIMS Mihan",Nagpur,8.0,,,booking,1.0,Very good,"Boasting a hot tub, Apartment near IIM, AIIMS Mihan is situated in Nagpur. This apartment has a private pool, a garden and free private parking."
232,Apartment Retreat,Mumbai,,,,booking,,,"Situated in Mumbai, 2.3 km from Versova Beach and 2.8 km from Juhu Beach, Apartment Retreat features accommodation with free WiFi, air conditioning, a garden and a terrace."
233,Apollostay,Chennai,6.2,,,booking,43.0,Review score,"Situated conveniently in the centre of Chennai, Apollostay offers free WiFi and free private parking."
234,Apple Tree Apartments Koregaon Park,Pune,8.5,,,booking,33.0,Very good,Travel Sustainable property
235,Appleleaf,AlÄ«garh,,,,booking,,,"Set in AlÄ«garh, 2.6 km from Aligarh Muslim University, Appleleaf offers accommodation with a terrace, free private parking and a restaurant."
236,Appna Ghar Hotel,Amritsar,4.3,,,booking,42.0,Review score,"1.5 km from Golden Temple, Appna Ghar Hotel is located in Amritsar and offers free WiFi, concierge services and a tour desk."
237,Apricot Motera,Ahmedabad,,,,booking,,,"Featuring 3-star accommodation, Apricot Motera is set in Ahmedabad, 6.3 km from Gandhi Ashram and 14 km from IIM. This 3-star hotel offers room service and a 24-hour front desk."
238,APRO,Kolkata,5.0,,,booking,12.0,Review score,"APRO is located in Kolkata, 3.7 km from Kalighat Kali Temple, 5.5 km from Indian Museum, and 6.3 km from Nandan. This apartment is 7.9 km from New Market and 8.2 km from Esplanade Metro Station."
239,APURVA HOLIDAY HOME,Alibag,,,,booking,,,"Boasting air-conditioned accommodation with a balcony, APURVA HOLIDAY HOME is situated in Alibag. Set 200 metres from Nagaon Beach, the property offers a garden and free private parking."
240,Aqua Castle Houseboat - by Aqua Jumbo Houseboats,Alleppey,8.9,,,booking,58.0,Fabulous,"Floating on the backwaters of Alleppey and Vembanad, Aqua Castle Houseboat ( by Aqua Jumbo Houseboats ) features a 24-hour front desk to assist guests at all hours."
241,Aqua villa Golf court view vedic village 3bhk,Kolkata,8.0,,,booking,2.0,Very good,"Boasting garden views, Aqua villa Golf court view vedic village 3bhk offers accommodation with a terrace and a balcony, around 20 km from Dumdum Metro Station. Private parking is available on site."
